이름,위도,경도,구,최근역,백명점장르,최신연도,타베로그점수,리뷰수,타베로그,구글지도
ラミティエ,35.712111,139.707967,신주쿠구,高田馬場駅,프렌치,2025,3.72,927,https://tabelog.com/tokyo/A1305/A130503/13004131/,https://www.google.com/maps/search/?api=1&query=%E3%83%A9%E3%83%9F%E3%83%86%E3%82%A3%E3%82%A8%20%E9%AB%98%E7%94%B0%E9%A6%AC%E5%A0%B4%E9%A7%85
ASAHINA Gastronome,35.682717,139.779333,주오구,茅場町駅,프렌치,2025,4.31,679,https://tabelog.com/tokyo/A1302/A130203/13227385/,https://www.google.com/maps/search/?api=1&query=ASAHINA%20Gastronome%20%E8%8C%85%E5%A0%B4%E7%94%BA%E9%A7%85
naoto.K,35.692483,139.76336,지요다구,小川町駅,프렌치,2025,3.89,126,https://tabelog.com/tokyo/A1310/A131002/13261755/,https://www.google.com/maps/search/?api=1&query=naoto.K%20%E5%B0%8F%E5%B7%9D%E7%94%BA%E9%A7%85
ラトリエ ドゥ ジョエル・ロブション,35.660125,139.729441,미나토구,六本木駅,프렌치,2025,3.96,1363,https://tabelog.com/tokyo/A1307/A130701/13005334/,https://www.google.com/maps/search/?api=1&query=%E3%83%A9%E3%83%88%E3%83%AA%E3%82%A8%20%E3%83%89%E3%82%A5%20%E3%82%B8%E3%83%A7%E3%82%A8%E3%83%AB%E3%83%BB%E3%83%AD%E3%83%96%E3%82%B7%E3%83%A7%E3%83%B3%20%E5%85%AD%E6%9C%AC%E6%9C%A8%E9%A7%85
シャントレル,35.670765,139.685792,시부야구,代々木八幡駅,프렌치,2025,3.88,218,https://tabelog.com/tokyo/A1318/A131810/13128296/,https://www.google.com/maps/search/?api=1&query=%E3%82%B7%E3%83%A3%E3%83%B3%E3%83%88%E3%83%AC%E3%83%AB%20%E4%BB%A3%E3%80%85%E6%9C%A8%E5%85%AB%E5%B9%A1%E9%A7%85
ジョンティ アッシュ,35.637187,139.723353,미나토구,白金台駅,프렌치,2025,3.77,460,https://tabelog.com/tokyo/A1316/A131602/13056132/,https://www.google.com/maps/search/?api=1&query=%E3%82%B8%E3%83%A7%E3%83%B3%E3%83%86%E3%82%A3%20%E3%82%A2%E3%83%83%E3%82%B7%E3%83%A5%20%E7%99%BD%E9%87%91%E5%8F%B0%E9%A7%85
レストラン ラ フィネス,35.664256,139.75667,미나토구,新橋駅,프렌치,2025,3.89,262,https://tabelog.com/tokyo/A1301/A130103/13139171/,https://www.google.com/maps/search/?api=1&query=%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%20%E3%83%A9%20%E3%83%95%E3%82%A3%E3%83%8D%E3%82%B9%20%E6%96%B0%E6%A9%8B%E9%A7%85
ドミニク・ブシェ トーキョー,35.674817,139.767305,주오구,銀座一丁目駅,프렌치,2025,4.01,517,https://tabelog.com/tokyo/A1301/A130101/13183610/,https://www.google.com/maps/search/?api=1&query=%E3%83%89%E3%83%9F%E3%83%8B%E3%82%AF%E3%83%BB%E3%83%96%E3%82%B7%E3%82%A7%20%E3%83%88%E3%83%BC%E3%82%AD%E3%83%A7%E3%83%BC%20%E9%8A%80%E5%BA%A7%E4%B8%80%E4%B8%81%E7%9B%AE%E9%A7%85
ル・マンジュ・トゥー,35.698055,139.732409,신주쿠구,牛込神楽坂駅,프렌치,2025,3.85,330,https://tabelog.com/tokyo/A1309/A130905/13000469/,https://www.google.com/maps/search/?api=1&query=%E3%83%AB%E3%83%BB%E3%83%9E%E3%83%B3%E3%82%B8%E3%83%A5%E3%83%BB%E3%83%88%E3%82%A5%E3%83%BC%20%E7%89%9B%E8%BE%BC%E7%A5%9E%E6%A5%BD%E5%9D%82%E9%A7%85
ラ・トゥーエル,35.703197,139.737808,신주쿠구,神楽坂駅,프렌치,2025,3.79,644,https://tabelog.com/tokyo/A1309/A130905/13000457/,https://www.google.com/maps/search/?api=1&query=%E3%83%A9%E3%83%BB%E3%83%88%E3%82%A5%E3%83%BC%E3%82%A8%E3%83%AB%20%E7%A5%9E%E6%A5%BD%E5%9D%82%E9%A7%85
NeMo,35.659485,139.714261,미나토구,表参道駅,프렌치,2025,3.76,437,https://tabelog.com/tokyo/A1306/A130602/13260539/,https://www.google.com/maps/search/?api=1&query=NeMo%20%E8%A1%A8%E5%8F%82%E9%81%93%E9%A7%85
渡辺料理店,35.671142,139.796233,고토구,門前仲町駅,프렌치,2025,4.22,570,https://tabelog.com/tokyo/A1313/A131303/13274535/,https://www.google.com/maps/search/?api=1&query=%E6%B8%A1%E8%BE%BA%E6%96%99%E7%90%86%E5%BA%97%20%E9%96%80%E5%89%8D%E4%BB%B2%E7%94%BA%E9%A7%85
レストラン ラフィナージュ,35.670122,139.765047,주오구,東銀座駅,프렌치,2025,4.14,373,https://tabelog.com/tokyo/A1301/A130101/13227264/,https://www.google.com/maps/search/?api=1&query=%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%20%E3%83%A9%E3%83%95%E3%82%A3%E3%83%8A%E3%83%BC%E3%82%B8%E3%83%A5%20%E6%9D%B1%E9%8A%80%E5%BA%A7%E9%A7%85
CIRPAS,35.639368,139.72812,미나토구,白金台駅,프렌치,2025,3.84,270,https://tabelog.com/tokyo/A1316/A131602/13278638/,https://www.google.com/maps/search/?api=1&query=CIRPAS%20%E7%99%BD%E9%87%91%E5%8F%B0%E9%A7%85
ラ・ブランシュ,35.659928,139.708812,시부야구,表参道駅,프렌치,2025,3.89,577,https://tabelog.com/tokyo/A1303/A130301/13002111/,https://www.google.com/maps/search/?api=1&query=%E3%83%A9%E3%83%BB%E3%83%96%E3%83%A9%E3%83%B3%E3%82%B7%E3%83%A5%20%E8%A1%A8%E5%8F%82%E9%81%93%E9%A7%85
Takumi,35.660431,139.724319,미나토구,乃木坂駅,프렌치,2025,3.87,683,https://tabelog.com/tokyo/A1307/A130701/13204624/,https://www.google.com/maps/search/?api=1&query=Takumi%20%E4%B9%83%E6%9C%A8%E5%9D%82%E9%A7%85
ビストロ・シンバ,35.672722,139.772051,주오구,新富町駅,프렌치,2025,3.77,491,https://tabelog.com/tokyo/A1313/A131301/13186713/,https://www.google.com/maps/search/?api=1&query=%E3%83%93%E3%82%B9%E3%83%88%E3%83%AD%E3%83%BB%E3%82%B7%E3%83%B3%E3%83%90%20%E6%96%B0%E5%AF%8C%E7%94%BA%E9%A7%85
コントワール ミサゴ,35.658665,139.718964,미나토구,広尾駅,프렌치,2025,3.74,356,https://tabelog.com/tokyo/A1307/A130703/13114321/,https://www.google.com/maps/search/?api=1&query=%E3%82%B3%E3%83%B3%E3%83%88%E3%83%AF%E3%83%BC%E3%83%AB%20%E3%83%9F%E3%82%B5%E3%82%B4%20%E5%BA%83%E5%B0%BE%E9%A7%85
L&#39;ETERRE,35.700486,139.739654,신주쿠구,牛込神楽坂駅,프렌치,2025,4.21,191,https://tabelog.com/tokyo/A1309/A130905/13281616/,https://www.google.com/maps/search/?api=1&query=L%26%2339%3BETERRE%20%E7%89%9B%E8%BE%BC%E7%A5%9E%E6%A5%BD%E5%9D%82%E9%A7%85
ガストロノミー ジョエル・ロブション,35.64194,139.714591,메구로구,恵比寿駅,프렌치,2025,4.44,2281,https://tabelog.com/tokyo/A1303/A130302/13009310/,https://www.google.com/maps/search/?api=1&query=%E3%82%AC%E3%82%B9%E3%83%88%E3%83%AD%E3%83%8E%E3%83%9F%E3%83%BC%20%E3%82%B8%E3%83%A7%E3%82%A8%E3%83%AB%E3%83%BB%E3%83%AD%E3%83%96%E3%82%B7%E3%83%A7%E3%83%B3%20%E6%81%B5%E6%AF%94%E5%AF%BF%E9%A7%85
フロレゾン,35.700915,139.740093,신주쿠구,牛込神楽坂駅,프렌치,2025,3.87,386,https://tabelog.com/tokyo/A1309/A130905/13234388/,https://www.google.com/maps/search/?api=1&query=%E3%83%95%E3%83%AD%E3%83%AC%E3%82%BE%E3%83%B3%20%E7%89%9B%E8%BE%BC%E7%A5%9E%E6%A5%BD%E5%9D%82%E9%A7%85
au deco,35.647683,139.720303,시부야구,広尾駅,프렌치,2025,3.74,209,https://tabelog.com/tokyo/A1307/A130703/13232146/,https://www.google.com/maps/search/?api=1&query=au%20deco%20%E5%BA%83%E5%B0%BE%E9%A7%85
ナベノ-イズム,35.706826,139.795417,다이토구,浅草（東武・都営・メトロ）駅,프렌치,2025,4.21,831,https://tabelog.com/tokyo/A1311/A131102/13194700/,https://www.google.com/maps/search/?api=1&query=%E3%83%8A%E3%83%99%E3%83%8E-%E3%82%A4%E3%82%BA%E3%83%A0%20%E6%B5%85%E8%8D%89%EF%BC%88%E6%9D%B1%E6%AD%A6%E3%83%BB%E9%83%BD%E5%96%B6%E3%83%BB%E3%83%A1%E3%83%88%E3%83%AD%EF%BC%89%E9%A7%85
パトゥ,35.660469,139.739236,미나토구,六本木一丁目駅,프렌치,2025,4.03,174,https://tabelog.com/tokyo/A1307/A130701/13249638/,https://www.google.com/maps/search/?api=1&query=%E3%83%91%E3%83%88%E3%82%A5%20%E5%85%AD%E6%9C%AC%E6%9C%A8%E4%B8%80%E4%B8%81%E7%9B%AE%E9%A7%85
キノシタ,35.681861,139.693399,시부야구,参宮橋駅,프렌치,2025,3.78,622,https://tabelog.com/tokyo/A1318/A131810/13001058/,https://www.google.com/maps/search/?api=1&query=%E3%82%AD%E3%83%8E%E3%82%B7%E3%82%BF%20%E5%8F%82%E5%AE%AE%E6%A9%8B%E9%A7%85
北島亭,35.687852,139.727013,신주쿠구,四ツ谷駅,프렌치,2025,4.08,644,https://tabelog.com/tokyo/A1309/A130902/13000945/,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E5%B3%B6%E4%BA%AD%20%E5%9B%9B%E3%83%84%E8%B0%B7%E9%A7%85
ル・ブルギニオン,35.658296,139.727357,미나토구,六本木駅,프렌치,2025,3.9,765,https://tabelog.com/tokyo/A1307/A130701/13005328/,https://www.google.com/maps/search/?api=1&query=%E3%83%AB%E3%83%BB%E3%83%96%E3%83%AB%E3%82%AE%E3%83%8B%E3%82%AA%E3%83%B3%20%E5%85%AD%E6%9C%AC%E6%9C%A8%E9%A7%85
L&#39;eclaireur,35.651816,139.705824,시부야구,代官山駅,프렌치,2025,3.75,184,https://tabelog.com/tokyo/A1303/A130303/13261607/,https://www.google.com/maps/search/?api=1&query=L%26%2339%3Beclaireur%20%E4%BB%A3%E5%AE%98%E5%B1%B1%E9%A7%85
シェ・イノ,35.676878,139.768832,주오구,京橋駅,프렌치,2025,4.45,1244,https://tabelog.com/tokyo/A1302/A130202/13000510/,https://www.google.com/maps/search/?api=1&query=%E3%82%B7%E3%82%A7%E3%83%BB%E3%82%A4%E3%83%8E%20%E4%BA%AC%E6%A9%8B%E9%A7%85
レストラン ラリューム,35.638434,139.723401,미나토구,白金台駅,프렌치,2025,3.9,424,https://tabelog.com/tokyo/A1316/A131602/13224188/,https://www.google.com/maps/search/?api=1&query=%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%20%E3%83%A9%E3%83%AA%E3%83%A5%E3%83%BC%E3%83%A0%20%E7%99%BD%E9%87%91%E5%8F%B0%E9%A7%85
前芝料理店,35.61679,139.625912,세타가야구,二子玉川駅,프렌치,2025,3.9,141,https://tabelog.com/tokyo/A1317/A131708/13266896/,https://www.google.com/maps/search/?api=1&query=%E5%89%8D%E8%8A%9D%E6%96%99%E7%90%86%E5%BA%97%20%E4%BA%8C%E5%AD%90%E7%8E%89%E5%B7%9D%E9%A7%85
ロオジエ,35.669656,139.761253,주오구,銀座駅,프렌치,2025,4.42,1622,https://tabelog.com/tokyo/A1301/A130101/13002607/,https://www.google.com/maps/search/?api=1&query=%E3%83%AD%E3%82%AA%E3%82%B8%E3%82%A8%20%E9%8A%80%E5%BA%A7%E9%A7%85
TROMPETTE,35.692474,139.779359,주오구,小伝馬町駅,프렌치,2025,3.9,335,https://tabelog.com/tokyo/A1302/A130204/13211826/,https://www.google.com/maps/search/?api=1&query=TROMPETTE%20%E5%B0%8F%E4%BC%9D%E9%A6%AC%E7%94%BA%E9%A7%85
a table,35.703061,139.76798,분쿄구,末広町駅,프렌치,2025,3.78,450,https://tabelog.com/tokyo/A1310/A131004/13156948/,https://www.google.com/maps/search/?api=1&query=a%20table%20%E6%9C%AB%E5%BA%83%E7%94%BA%E9%A7%85
Ata,35.653007,139.704787,시부야구,代官山駅,프렌치,2025,3.72,1193,https://tabelog.com/tokyo/A1303/A130303/13150975/,https://www.google.com/maps/search/?api=1&query=Ata%20%E4%BB%A3%E5%AE%98%E5%B1%B1%E9%A7%85
ラルジャン,35.670595,139.746874,지요다구,虎ノ門駅,프렌치,2025,3.99,253,https://tabelog.com/tokyo/A1308/A130802/13288588/,https://www.google.com/maps/search/?api=1&query=%E3%83%A9%E3%83%AB%E3%82%B8%E3%83%A3%E3%83%B3%20%E8%99%8E%E3%83%8E%E9%96%80%E9%A7%85
L&#39;EAU,35.67015,139.720266,미나토구,外苑前駅,프렌치,2025,3.72,495,https://tabelog.com/tokyo/A1306/A130603/13228902/,https://www.google.com/maps/search/?api=1&query=L%26%2339%3BEAU%20%E5%A4%96%E8%8B%91%E5%89%8D%E9%A7%85
CYCLE by Mauro Colagreco,35.687801,139.762358,지요다구,大手町駅,프렌치,2025,3.76,142,https://tabelog.com/tokyo/A1302/A130201/13288151/,https://www.google.com/maps/search/?api=1&query=CYCLE%20by%20Mauro%20Colagreco%20%E5%A4%A7%E6%89%8B%E7%94%BA%E9%A7%85
フィリップ・ミル 東京,35.666778,139.73066,미나토구,乃木坂駅,프렌치,2025,3.73,758,https://tabelog.com/tokyo/A1307/A130701/13205772/,https://www.google.com/maps/search/?api=1&query=%E3%83%95%E3%82%A3%E3%83%AA%E3%83%83%E3%83%97%E3%83%BB%E3%83%9F%E3%83%AB%20%E6%9D%B1%E4%BA%AC%20%E4%B9%83%E6%9C%A8%E5%9D%82%E9%A7%85
Simplicité,35.649062,139.705409,시부야구,代官山駅,프렌치,2025,4.1,139,https://tabelog.com/tokyo/A1303/A130303/13298935/,https://www.google.com/maps/search/?api=1&query=Simplicit%C3%A9%20%E4%BB%A3%E5%AE%98%E5%B1%B1%E9%A7%85
グルマンディーズ,35.658085,139.723993,미나토구,広尾駅,프렌치,2025,4.45,418,https://tabelog.com/tokyo/A1307/A130701/13190448/,https://www.google.com/maps/search/?api=1&query=%E3%82%B0%E3%83%AB%E3%83%9E%E3%83%B3%E3%83%87%E3%82%A3%E3%83%BC%E3%82%BA%20%E5%BA%83%E5%B0%BE%E9%A7%85
レストラン アラジン,35.647926,139.720328,시부야구,広尾駅,프렌치,2025,3.75,621,https://tabelog.com/tokyo/A1307/A130703/13004454/,https://www.google.com/maps/search/?api=1&query=%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%20%E3%82%A2%E3%83%A9%E3%82%B8%E3%83%B3%20%E5%BA%83%E5%B0%BE%E9%A7%85
カンテサンス,35.623946,139.733117,시나가와구,北品川駅,프렌치,2025,4.48,2016,https://tabelog.com/tokyo/A1314/A131405/13159567/,https://www.google.com/maps/search/?api=1&query=%E3%82%AB%E3%83%B3%E3%83%86%E3%82%B5%E3%83%B3%E3%82%B9%20%E5%8C%97%E5%93%81%E5%B7%9D%E9%A7%85
プレヴナンス,35.670634,139.720416,미나토구,外苑前駅,프렌치,2025,3.8,537,https://tabelog.com/tokyo/A1306/A130603/13162493/,https://www.google.com/maps/search/?api=1&query=%E3%83%97%E3%83%AC%E3%83%B4%E3%83%8A%E3%83%B3%E3%82%B9%20%E5%A4%96%E8%8B%91%E5%89%8D%E9%A7%85
da GIORGIO,35.707504,139.771519,분쿄구,上野広小路駅,피자,2025,3.69,1080,https://tabelog.com/tokyo/A1311/A131101/13170979/,https://www.google.com/maps/search/?api=1&query=da%20GIORGIO%20%E4%B8%8A%E9%87%8E%E5%BA%83%E5%B0%8F%E8%B7%AF%E9%A7%85
ピッツァダバッボ,35.685889,139.784548,주오구,人形町駅,피자,2025,3.66,1196,https://tabelog.com/tokyo/A1302/A130204/13025362/,https://www.google.com/maps/search/?api=1&query=%E3%83%94%E3%83%83%E3%83%84%E3%82%A1%E3%83%80%E3%83%90%E3%83%83%E3%83%9C%20%E4%BA%BA%E5%BD%A2%E7%94%BA%E9%A7%85
聖林館,35.642886,139.699048,메구로구,中目黒駅,피자,2025,3.74,2921,https://tabelog.com/tokyo/A1317/A131701/13003188/,https://www.google.com/maps/search/?api=1&query=%E8%81%96%E6%9E%97%E9%A4%A8%20%E4%B8%AD%E7%9B%AE%E9%BB%92%E9%A7%85
ピッツェリア ジターリア ダ フィリッポ,35.744432,139.60899,네리마구,石神井公園駅,피자,2025,3.69,891,https://tabelog.com/tokyo/A1321/A132103/13149962/,https://www.google.com/maps/search/?api=1&query=%E3%83%94%E3%83%83%E3%83%84%E3%82%A7%E3%83%AA%E3%82%A2%20%E3%82%B8%E3%82%BF%E3%83%BC%E3%83%AA%E3%82%A2%20%E3%83%80%20%E3%83%95%E3%82%A3%E3%83%AA%E3%83%83%E3%83%9D%20%E7%9F%B3%E7%A5%9E%E4%BA%95%E5%85%AC%E5%9C%92%E9%A7%85
PST 東麻布,35.655657,139.744379,미나토구,赤羽橋駅,피자,2025,3.71,618,https://tabelog.com/tokyo/A1314/A131401/13205741/,https://www.google.com/maps/search/?api=1&query=PST%20%E6%9D%B1%E9%BA%BB%E5%B8%83%20%E8%B5%A4%E7%BE%BD%E6%A9%8B%E9%A7%85
pizza marumo,35.645302,139.708518,시부야구,恵比寿駅,피자,2025,3.7,1226,https://tabelog.com/tokyo/A1303/A130302/13276584/,https://www.google.com/maps/search/?api=1&query=pizza%20marumo%20%E6%81%B5%E6%AF%94%E5%AF%BF%E9%A7%85
ピッツェリア トラットリア ダ オカピート,35.70617,139.618739,스기나미구,荻窪駅,피자,2025,3.75,592,https://tabelog.com/tokyo/A1319/A131906/13257953/,https://www.google.com/maps/search/?api=1&query=%E3%83%94%E3%83%83%E3%83%84%E3%82%A7%E3%83%AA%E3%82%A2%20%E3%83%88%E3%83%A9%E3%83%83%E3%83%88%E3%83%AA%E3%82%A2%20%E3%83%80%20%E3%82%AA%E3%82%AB%E3%83%94%E3%83%BC%E3%83%88%20%E8%8D%BB%E7%AA%AA%E9%A7%85
Pizzeria LUMEN,35.694982,139.705805,신주쿠구,東新宿駅,피자,2025,3.68,615,https://tabelog.com/tokyo/A1304/A130401/13025499/,https://www.google.com/maps/search/?api=1&query=Pizzeria%20LUMEN%20%E6%9D%B1%E6%96%B0%E5%AE%BF%E9%A7%85
PIZZA BORSA,35.730984,139.706205,도시마구,池袋駅,피자,2025,3.73,1650,https://tabelog.com/tokyo/A1305/A130501/13170403/,https://www.google.com/maps/search/?api=1&query=PIZZA%20BORSA%20%E6%B1%A0%E8%A2%8B%E9%A7%85
ナポリスタカ 駒沢店,35.63386,139.66122,세타가야구,駒沢大学駅,피자,2025,3.67,1032,https://tabelog.com/tokyo/A1317/A131707/13188330/,https://www.google.com/maps/search/?api=1&query=%E3%83%8A%E3%83%9D%E3%83%AA%E3%82%B9%E3%82%BF%E3%82%AB%20%E9%A7%92%E6%B2%A2%E5%BA%97%20%E9%A7%92%E6%B2%A2%E5%A4%A7%E5%AD%A6%E9%A7%85
ベッラ・ナポリ,35.685339,139.799097,고토구,清澄白河駅,피자,2025,3.68,893,https://tabelog.com/tokyo/A1312/A131201/13005043/,https://www.google.com/maps/search/?api=1&query=%E3%83%99%E3%83%83%E3%83%A9%E3%83%BB%E3%83%8A%E3%83%9D%E3%83%AA%20%E6%B8%85%E6%BE%84%E7%99%BD%E6%B2%B3%E9%A7%85
ピッツェリア イル・タンブレッロ,35.688622,139.778865,주오구,小伝馬町駅,피자,2025,3.68,904,https://tabelog.com/tokyo/A1302/A130204/13114239/,https://www.google.com/maps/search/?api=1&query=%E3%83%94%E3%83%83%E3%83%84%E3%82%A7%E3%83%AA%E3%82%A2%20%E3%82%A4%E3%83%AB%E3%83%BB%E3%82%BF%E3%83%B3%E3%83%96%E3%83%AC%E3%83%83%E3%83%AD%20%E5%B0%8F%E4%BC%9D%E9%A6%AC%E7%94%BA%E9%A7%85
Pizza 4P&#39;s,35.661555,139.743589,미나토구,神谷町駅,피자,2025,3.75,1070,https://tabelog.com/tokyo/A1307/A130704/13291318/,https://www.google.com/maps/search/?api=1&query=Pizza%204P%26%2339%3Bs%20%E7%A5%9E%E8%B0%B7%E7%94%BA%E9%A7%85
ザ ピッツァバー ON 38TH,35.686983,139.773042,주오구,三越前駅,피자,2025,4.08,547,https://tabelog.com/tokyo/A1302/A130202/13167573/,https://www.google.com/maps/search/?api=1&query=%E3%82%B6%20%E3%83%94%E3%83%83%E3%83%84%E3%82%A1%E3%83%90%E3%83%BC%20ON%2038TH%20%E4%B8%89%E8%B6%8A%E5%89%8D%E9%A7%85
ベントエマーレ,35.623567,139.711198,시나가와구,不動前駅,피자,2025,3.7,770,https://tabelog.com/tokyo/A1317/A131710/13114520/,https://www.google.com/maps/search/?api=1&query=%E3%83%99%E3%83%B3%E3%83%88%E3%82%A8%E3%83%9E%E3%83%BC%E3%83%AC%20%E4%B8%8D%E5%8B%95%E5%89%8D%E9%A7%85
ピッツェリア・ロマーナ・イル・ペンティート,35.682262,139.696678,시부야구,南新宿駅,피자,2025,4.01,394,https://tabelog.com/tokyo/A1318/A131810/13000684/,https://www.google.com/maps/search/?api=1&query=%E3%83%94%E3%83%83%E3%83%84%E3%82%A7%E3%83%AA%E3%82%A2%E3%83%BB%E3%83%AD%E3%83%9E%E3%83%BC%E3%83%8A%E3%83%BB%E3%82%A4%E3%83%AB%E3%83%BB%E3%83%9A%E3%83%B3%E3%83%86%E3%82%A3%E3%83%BC%E3%83%88%20%E5%8D%97%E6%96%B0%E5%AE%BF%E9%A7%85
アンティーカ・ピッツェリア・ダ・ミケーレ 恵比寿,35.645272,139.71178,시부야구,恵比寿駅,피자,2025,3.65,3673,https://tabelog.com/tokyo/A1303/A130302/13136144/,https://www.google.com/maps/search/?api=1&query=%E3%82%A2%E3%83%B3%E3%83%86%E3%82%A3%E3%83%BC%E3%82%AB%E3%83%BB%E3%83%94%E3%83%83%E3%83%84%E3%82%A7%E3%83%AA%E3%82%A2%E3%83%BB%E3%83%80%E3%83%BB%E3%83%9F%E3%82%B1%E3%83%BC%E3%83%AC%20%E6%81%B5%E6%AF%94%E5%AF%BF%20%E6%81%B5%E6%AF%94%E5%AF%BF%E9%A7%85
ピッツェリア パーレンテッシ,35.649742,139.687254,메구로구,池尻大橋駅,피자,2025,3.71,964,https://tabelog.com/tokyo/A1317/A131705/13006076/,https://www.google.com/maps/search/?api=1&query=%E3%83%94%E3%83%83%E3%83%84%E3%82%A7%E3%83%AA%E3%82%A2%20%E3%83%91%E3%83%BC%E3%83%AC%E3%83%B3%E3%83%86%E3%83%83%E3%82%B7%20%E6%B1%A0%E5%B0%BB%E5%A4%A7%E6%A9%8B%E9%A7%85
SAVOY とまととちーず店,35.653749,139.735285,미나토구,麻布十番駅,피자,2025,3.74,711,https://tabelog.com/tokyo/A1307/A130702/13155593/,https://www.google.com/maps/search/?api=1&query=SAVOY%20%E3%81%A8%E3%81%BE%E3%81%A8%E3%81%A8%E3%81%A1%E3%83%BC%E3%81%9A%E5%BA%97%20%E9%BA%BB%E5%B8%83%E5%8D%81%E7%95%AA%E9%A7%85
ファカロー ピッツァ ギャラリー,35.705011,139.783609,다이토구,新御徒町駅,피자,2025,3.91,356,https://tabelog.com/tokyo/A1311/A131101/13269491/,https://www.google.com/maps/search/?api=1&query=%E3%83%95%E3%82%A1%E3%82%AB%E3%83%AD%E3%83%BC%20%E3%83%94%E3%83%83%E3%83%84%E3%82%A1%20%E3%82%AE%E3%83%A3%E3%83%A9%E3%83%AA%E3%83%BC%20%E6%96%B0%E5%BE%A1%E5%BE%92%E7%94%BA%E9%A7%85
ピッツェリア ファッブリカ 1090,35.585095,139.681375,오타구,御嶽山駅,피자,2025,3.95,351,https://tabelog.com/tokyo/A1317/A131714/13265988/,https://www.google.com/maps/search/?api=1&query=%E3%83%94%E3%83%83%E3%83%84%E3%82%A7%E3%83%AA%E3%82%A2%20%E3%83%95%E3%82%A1%E3%83%83%E3%83%96%E3%83%AA%E3%82%AB%201090%20%E5%BE%A1%E5%B6%BD%E5%B1%B1%E9%A7%85
アランジャルシ,35.707931,139.767294,분쿄구,湯島駅,피자,2025,3.67,413,https://tabelog.com/tokyo/A1311/A131101/13057017/,https://www.google.com/maps/search/?api=1&query=%E3%82%A2%E3%83%A9%E3%83%B3%E3%82%B8%E3%83%A3%E3%83%AB%E3%82%B7%20%E6%B9%AF%E5%B3%B6%E9%A7%85
CRAZY PIZZA SQUARE,35.704938,139.730989,신주쿠구,神楽坂駅,피자,2025,3.68,523,https://tabelog.com/tokyo/A1309/A130905/13268166/,https://www.google.com/maps/search/?api=1&query=CRAZY%20PIZZA%20SQUARE%20%E7%A5%9E%E6%A5%BD%E5%9D%82%E9%A7%85
尾山台 山田,35.608362,139.653558,세타가야구,尾山台駅,피자,2025,3.73,162,https://tabelog.com/tokyo/A1317/A131715/13284332/,https://www.google.com/maps/search/?api=1&query=%E5%B0%BE%E5%B1%B1%E5%8F%B0%20%E5%B1%B1%E7%94%B0%20%E5%B0%BE%E5%B1%B1%E5%8F%B0%E9%A7%85
ピッツァ ストラーダ,35.653328,139.734645,미나토구,麻布十番駅,피자,2025,3.71,806,https://tabelog.com/tokyo/A1307/A130702/13131245/,https://www.google.com/maps/search/?api=1&query=%E3%83%94%E3%83%83%E3%83%84%E3%82%A1%20%E3%82%B9%E3%83%88%E3%83%A9%E3%83%BC%E3%83%80%20%E9%BA%BB%E5%B8%83%E5%8D%81%E7%95%AA%E9%A7%85
Pizzeria Bakka M&#39;unica,35.604949,139.743407,시나가와구,鮫洲駅,피자,2025,3.7,1840,https://tabelog.com/tokyo/A1315/A131501/13182694/,https://www.google.com/maps/search/?api=1&query=Pizzeria%20Bakka%20M%26%2339%3Bunica%20%E9%AE%AB%E6%B4%B2%E9%A7%85
ナポリスタカ 神谷町店,35.660201,139.743256,미나토구,神谷町駅,피자,2025,3.58,1713,https://tabelog.com/tokyo/A1307/A130704/13132020/,https://www.google.com/maps/search/?api=1&query=%E3%83%8A%E3%83%9D%E3%83%AA%E3%82%B9%E3%82%BF%E3%82%AB%20%E7%A5%9E%E8%B0%B7%E7%94%BA%E5%BA%97%20%E7%A5%9E%E8%B0%B7%E7%94%BA%E9%A7%85
ラ・トリプレッタ,35.620251,139.705548,시나가와구,武蔵小山駅,피자,2025,3.74,1582,https://tabelog.com/tokyo/A1317/A131710/13165472/,https://www.google.com/maps/search/?api=1&query=%E3%83%A9%E3%83%BB%E3%83%88%E3%83%AA%E3%83%97%E3%83%AC%E3%83%83%E3%82%BF%20%E6%AD%A6%E8%94%B5%E5%B0%8F%E5%B1%B1%E9%A7%85
ピッツェリアGG 吉祥寺,35.700947,139.578697,武蔵野구,吉祥寺駅,피자,2025,3.69,1540,https://tabelog.com/tokyo/A1320/A132001/13047308/,https://www.google.com/maps/search/?api=1&query=%E3%83%94%E3%83%83%E3%83%84%E3%82%A7%E3%83%AA%E3%82%A2GG%20%E5%90%89%E7%A5%A5%E5%AF%BA%20%E5%90%89%E7%A5%A5%E5%AF%BA%E9%A7%85
マッシモッタヴィオ,35.676947,139.642776,스기나미구,永福町駅,피자,2025,3.67,1859,https://tabelog.com/tokyo/A1318/A131805/13132982/,https://www.google.com/maps/search/?api=1&query=%E3%83%9E%E3%83%83%E3%82%B7%E3%83%A2%E3%83%83%E3%82%BF%E3%83%B4%E3%82%A3%E3%82%AA%20%E6%B0%B8%E7%A6%8F%E7%94%BA%E9%A7%85
